valid_pose_frames,ic_valid_frame,kfmax_valid_frame,ic_raw_frame,kfmax_raw_frame,protocol_passed,drop_started_from_height_passed,drop_started_from_height_value,drop_started_from_height_threshold,second_jump_passed,second_jump_value,second_jump_threshold,stable_after_second_landing_passed,stable_after_second_landing_value,stable_after_second_landing_threshold,ic_knee_distance,ic_ankle_distance,ic_hip_distance,ic_shoulder_distance,ic_knee_shoulder_width_ratio,ic_ankle_shoulder_width_ratio,ic_knee_ankle_width_ratio,ic_left_knee_medial_offset_ratio,ic_right_knee_medial_offset_ratio,ic_knee_center_ankle_center_offset_ratio,ic_left_hip_knee_ankle_frontal_angle,ic_right_hip_knee_ankle_frontal_angle,ic_shoulder_tilt_degrees,ic_hip_tilt_degrees,ic_trunk_lateral_lean_degrees,ic_left_right_ankle_y_difference_ratio,ic_left_right_knee_y_difference_ratio,ic_body_center_x_over_ankle_center_offset_ratio,kfmax_knee_distance,kfmax_ankle_distance,kfmax_hip_distance,kfmax_shoulder_distance,kfmax_knee_shoulder_width_ratio,kfmax_ankle_shoulder_width_ratio,kfmax_knee_ankle_width_ratio,kfmax_left_knee_medial_offset_ratio,kfmax_right_knee_medial_offset_ratio,kfmax_knee_center_ankle_center_offset_ratio,kfmax_left_hip_knee_ankle_frontal_angle,kfmax_right_hip_knee_ankle_frontal_angle,kfmax_shoulder_tilt_degrees,kfmax_hip_tilt_degrees,kfmax_trunk_lateral_lean_degrees,kfmax_left_right_ankle_y_difference_ratio,kfmax_left_right_knee_y_difference_ratio,kfmax_body_center_x_over_ankle_center_offset_ratio,crop_length_frames
120,4,11,86,93,1,1,74.8861083984375,46.87391967773437,1,0.4329891800880432,0.035895899534225464,1,0.06404006481170654,0.07478312402963638,0.20944856107234955,0.16954194009304047,0.194705069065094,0.29913246631622314,0.7001866552690884,0.566778799308972,1.235379051091484,0.054683667,0.082137085,-0.013727307,171.79866840433965,178.06953330476787,1.6685300089717714,1.7415527680167031,1.611119647609712,0.06451547,0.019476708,-0.09278824,0.18620052933692932,0.175948366522789,0.20198795199394226,0.2991325855255127,0.6224682242819329,0.5881952519939776,1.0582680192874223,-0.0014553824,0.05463901,-0.028047595,179.3635708108902,179.23715487659203,4.366359157702362,2.583094198325199,0.7685279285906716,0.15085764,0.030831633,-0.072010346,8
